unix,date,symbol,open,high,low,close,Volume AKITA,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1749254400000,2025-06-07 00:00:00,AKITA/USDT,0.0000000336,0.000000037,0.0000000336,0.000000037,24.93614733,686168458,24.93614733,686168458,8,0.0000000363
1749168000000,2025-06-06 00:00:00,AKITA/USDT,0.0000000286,0.0000000286,0.0000000286,0.0000000286,0.00433458,151559,0,0,1,0.0000000286
1749081600000,2025-06-05 00:00:00,AKITA/USDT,0.0000000305,0.0000000326,0.00000003,0.00000003,776.50629286,25278919384,658.44180577,21356729420,10,0.0000000307
1748995200000,2025-06-04 00:00:00,AKITA/USDT,0.000000026,0.0000000306,0.000000026,0.0000000306,24.71438106,899444556,12.48998402,429275439,5,0.0000000275
1748908800000,2025-06-03 00:00:00,AKITA/USDT,0.0000000275,0.0000000275,0.0000000257,0.0000000257,43.26013284,1627385458,0,0,7,0.0000000265
1748822400000,2025-06-02 00:00:00,AKITA/USDT,0.0000000281,0.0000000281,0.0000000281,0.0000000281,5.00000002,177935944,0,0,1,0.0000000281
1748736000000,2025-06-01 00:00:00,AKITA/USDT,0.0000000277,0.0000000277,0.0000000277,0.0000000277,0,0,0,0,0,0.0000000277
1748649600000,2025-05-31 00:00:00,AKITA/USDT,0.0000000277,0.0000000277,0.0000000277,0.0000000277,0.25238855,9111500,0,0,1,0.0000000277
1748563200000,2025-05-30 00:00:00,AKITA/USDT,0.0000000308,0.0000000366,0.0000000308,0.0000000365,45.30277048,1282059980,8.62322094,279060829,6,0.0000000354
1748476800000,2025-05-29 00:00:00,AKITA/USDT,0.0000000356,0.0000000376,0.0000000273,0.0000000273,1660.28735329,50563597827,820.27636934,27574687079,83,0.0000000333
1748390400000,2025-05-28 00:00:00,AKITA/USDT,0.0000000277,0.0000000377,0.0000000277,0.0000000376,1383.39847389,39261972729,898.98532265,25784391319,25,0.0000000352
1748304000000,2025-05-27 00:00:00,AKITA/USDT,0.0000000267,0.0000000273,0.0000000267,0.0000000273,5.61372531,206494128,5.61372531,206494128,2,0.0000000271
1748217600000,2025-05-26 00:00:00,AKITA/USDT,0.000000025,0.000000025,0.000000025,0.000000025,2.4445174,97780696,0,0,2,0.000000025
1748131200000,2025-05-25 00:00:00,AKITA/USDT,0.000000025,0.000000025,0.000000025,0.000000025,1.6285048,65140192,0,0,4,0.000000025
1748044800000,2025-05-24 00:00:00,AKITA/USDT,0.0000000272,0.0000000348,0.0000000272,0.0000000329,62.72042815,1971566335,62.72042815,1971566335,12,0.0000000321
1747958400000,2025-05-23 00:00:00,AKITA/USDT,0.000000025,0.000000025,0.0000000245,0.0000000245,205.16307013,8218523801,0,0,4,0.0000000249
1747872000000,2025-05-22 00:00:00,AKITA/USDT,0.0000000261,0.0000000261,0.0000000251,0.0000000255,101.12750699,3960455669,76.7156667,3008457518,13,0.0000000255
1747785600000,2025-05-21 00:00:00,AKITA/USDT,0.0000000286,0.0000000286,0.000000026,0.0000000261,28.60798257,1065117039,0,0,10,0.0000000268
1747699200000,2025-05-20 00:00:00,AKITA/USDT,0.000000029,0.000000029,0.000000029,0.000000029,31.43621291,1084007342,31.43621291,1084007342,3,0.000000029
1747612800000,2025-05-19 00:00:00,AKITA/USDT,0.0000000291,0.0000000291,0.000000029,0.000000029,13.12162477,451777797,0,0,2,0.000000029
1747526400000,2025-05-18 00:00:00,AKITA/USDT,0.0000000298,0.0000000298,0.000000029,0.000000029,129.62648274,4442170806,0,0,5,0.0000000291
1747440000000,2025-05-17 00:00:00,AKITA/USDT,0.0000000324,0.0000000354,0.0000000293,0.0000000293,54.76269928,1745097412,26.72718609,813933834,13,0.0000000315
1747353600000,2025-05-16 00:00:00,AKITA/USDT,0.0000000293,0.0000000322,0.0000000293,0.0000000297,26.67691726,860481386,11.98780698,390761178,6,0.000000031
1747267200000,2025-05-15 00:00:00,AKITA/USDT,0.0000000316,0.0000000316,0.0000000292,0.0000000293,60.51069881,1963110675,41.10138071,1300676605,6,0.0000000308
1747180800000,2025-05-14 00:00:00,AKITA/USDT,0.0000000295,0.0000000295,0.0000000293,0.0000000294,75.17360274,2556629686,53.3988405,1815410816,10,0.0000000294
1747094400000,2025-05-13 00:00:00,AKITA/USDT,0.0000000302,0.0000000355,0.0000000293,0.0000000293,159.10967916,5268175110,5.15780838,152646740,14,0.0000000302
1747008000000,2025-05-12 00:00:00,AKITA/USDT,0.0000000354,0.0000000354,0.0000000293,0.0000000293,33.15041403,1099568978,1.65972938,46885011,6,0.0000000301
1746921600000,2025-05-11 00:00:00,AKITA/USDT,0.000000035,0.0000000359,0.00000003,0.0000000353,320.55071581,10610265516,8.66467586,247118644,14,0.0000000302
1746835200000,2025-05-10 00:00:00,AKITA/USDT,0.0000000299,0.000000035,0.0000000286,0.000000035,416.79408524,12708577956,346.42354343,10343758970,21,0.0000000329
1746748800000,2025-05-09 00:00:00,AKITA/USDT,0.0000000372,0.0000000422,0.0000000297,0.0000000297,1077.5371317,26557074696,28.64303619,694577408,28,0.0000000407
1746662400000,2025-05-08 00:00:00,AKITA/USDT,0.0000000342,0.0000000599,0.0000000301,0.000000037,574.59697744,15215811900,374.23980522,8741061085,70,0.000000039
1746576000000,2025-05-07 00:00:00,AKITA/USDT,0.0000000303,0.0000000342,0.0000000303,0.0000000342,2.94770486,92932576,1.12724232,32960302,3,0.0000000318
1746489600000,2025-05-06 00:00:00,AKITA/USDT,0.0000000344,0.0000000344,0.0000000344,0.0000000344,1.00000001,29069768,0,0,1,0.0000000344
1746403200000,2025-05-05 00:00:00,AKITA/USDT,0.0000000344,0.0000000344,0.0000000344,0.0000000344,7.84432721,228032768,7.84432721,228032768,2,0.0000000344
1746316800000,2025-05-04 00:00:00,AKITA/USDT,0.00000003,0.00000003,0.00000003,0.00000003,0,0,0,0,0,0.00000003
1746230400000,2025-05-03 00:00:00,AKITA/USDT,0.00000003,0.00000003,0.00000003,0.00000003,1.1552769,38509230,0,0,2,0.00000003
1746144000000,2025-05-02 00:00:00,AKITA/USDT,0.0000000261,0.0000000326,0.0000000261,0.00000003,624.343131,19629977034,600.15991638,18808574898,15,0.0000000318
1746057600000,2025-05-01 00:00:00,AKITA/USDT,0.0000000323,0.0000000324,0.0000000261,0.0000000261,33.0313125,1071127822,32.7752614,1062532395,8,0.0000000308
1745971200000,2025-04-30 00:00:00,AKITA/USDT,0.0000000265,0.0000000323,0.0000000265,0.0000000323,33.94642439,1192275742,15.8764244,559038674,6,0.0000000285
1745884800000,2025-04-29 00:00:00,AKITA/USDT,0.0000000361,0.0000000361,0.00000002,0.0000000293,973.63513113,33891800112,28.20034901,917996897,63,0.0000000292
1745798400000,2025-04-28 00:00:00,AKITA/USDT,0.0000000389,0.0000000389,0.0000000389,0.0000000389,0,0,0,0,0,0.0000000388
1745712000000,2025-04-27 00:00:00,AKITA/USDT,0.0000000396,0.0000000396,0.0000000363,0.0000000389,5.70916372,146993459,5.24961396,134333686,3,0.0000000388
1745625600000,2025-04-26 00:00:00,AKITA/USDT,0.0000000401,0.0000000401,0.000000037,0.000000037,8.94909002,235559856,0,0,3,0.000000038
1745539200000,2025-04-25 00:00:00,AKITA/USDT,0.000000035,0.000000045,0.0000000349,0.000000045,162.60783739,3776513325,162.55692542,3775106917,17,0.0000000432
1745452800000,2025-04-24 00:00:00,AKITA/USDT,0.000000033,0.000000033,0.0000000329,0.0000000329,6.64225908,201642062,0,0,2,0.0000000329
1745366400000,2025-04-23 00:00:00,AKITA/USDT,0.0000000389,0.0000000389,0.000000032,0.000000032,1.31039469,35251430,1.02802515,26427382,2,0.0000000374
1745280000000,2025-04-22 00:00:00,AKITA/USDT,0.0000000329,0.00000004,0.0000000329,0.00000004,115.16581328,3030372651,104.27085188,2757998616,18,0.0000000381
1745193600000,2025-04-21 00:00:00,AKITA/USDT,0.0000000319,0.0000000329,0.0000000319,0.0000000329,7.60297176,234904669,7.60297176,234904669,3,0.0000000323
1745107200000,2025-04-20 00:00:00,AKITA/USDT,0.0000000324,0.0000000324,0.0000000302,0.0000000302,56.14823274,1823427188,0,0,13,0.0000000308
1745020800000,2025-04-19 00:00:00,AKITA/USDT,0.0000000367,0.0000000367,0.0000000367,0.0000000367,2.29319997,62485013,2.29319997,62485013,1,0.0000000367
1744934400000,2025-04-18 00:00:00,AKITA/USDT,0.0000000357,0.0000000357,0.0000000323,0.0000000346,33.94391164,1015634554,0,0,8,0.0000000334
1744848000000,2025-04-17 00:00:00,AKITA/USDT,0.0000000356,0.0000000357,0.0000000356,0.0000000357,112.7734326,3167781788,112.63029202,3163772248,4,0.0000000356
1744761600000,2025-04-16 00:00:00,AKITA/USDT,0.0000000414,0.0000000414,0.0000000355,0.0000000356,158.10043326,4395005813,108.27596172,3010566697,8,0.000000036
1744675200000,2025-04-15 00:00:00,AKITA/USDT,0.0000000384,0.000000041,0.0000000384,0.000000041,4.11340209,103629726,2.11340207,51546392,2,0.0000000397
1744588800000,2025-04-14 00:00:00,AKITA/USDT,0.0000000381,0.0000000381,0.0000000381,0.0000000381,0,0,0,0,0,0.0000000391
1744502400000,2025-04-13 00:00:00,AKITA/USDT,0.0000000407,0.0000000407,0.0000000381,0.0000000381,6.3729404,162917141,0,0,3,0.0000000391
1744416000000,2025-04-12 00:00:00,AKITA/USDT,0.0000000453,0.0000000453,0.0000000356,0.0000000437,94.35628693,2216696859,72.72336446,1637769515,15,0.0000000428
1744329600000,2025-04-11 00:00:00,AKITA/USDT,0.0000000409,0.0000000455,0.0000000409,0.0000000455,58.51788701,1384211916,58.38920522,1381065662,7,0.0000000423
1744243200000,2025-04-10 00:00:00,AKITA/USDT,0.0000000371,0.0000000409,0.0000000351,0.0000000409,14.53317157,388260643,7.89374158,201621013,5,0.0000000376
1744156800000,2025-04-09 00:00:00,AKITA/USDT,0.00000004,0.00000004,0.000000037,0.0000000371,12.76130544,333482395,3.5559696,88899240,5,0.0000000383
1744070400000,2025-04-08 00:00:00,AKITA/USDT,0.0000000405,0.0000000405,0.00000004,0.00000004,101.00000003,2524691359,0,0,3,0.00000004
1743984000000,2025-04-07 00:00:00,AKITA/USDT,0.0000000455,0.0000000455,0.00000004,0.00000004,60.8763176,1500000000,0,0,4,0.0000000406
1743897600000,2025-04-06 00:00:00,AKITA/USDT,0.0000000455,0.0000000455,0.0000000455,0.0000000455,0,0,0,0,0,0.0000000455
1743811200000,2025-04-05 00:00:00,AKITA/USDT,0.0000000456,0.0000000456,0.0000000455,0.0000000455,35.80994695,786863082,0,0,2,0.0000000455
1743724800000,2025-04-04 00:00:00,AKITA/USDT,0.0000000499,0.0000000532,0.0000000456,0.0000000456,40.09597642,866517223,3.51763792,67504211,6,0.0000000463
1743638400000,2025-04-03 00:00:00,AKITA/USDT,0.0000000465,0.0000000465,0.0000000462,0.0000000462,28.7406484,621928838,0,0,4,0.0000000462
1743552000000,2025-04-02 00:00:00,AKITA/USDT,0.0000000465,0.0000000465,0.0000000465,0.0000000465,123.00595161,2645289282,0,0,3,0.0000000465
1743465600000,2025-04-01 00:00:00,AKITA/USDT,0.0000000573,0.0000000573,0.0000000475,0.0000000475,64.73739346,1341235119,5.88013579,102620171,7,0.0000000484
1743379200000,2025-03-31 00:00:00,AKITA/USDT,0.0000000484,0.0000000589,0.000000048,0.000000048,10.42380828,212358411,1.15304719,19576353,7,0.0000000492
1743292800000,2025-03-30 00:00:00,AKITA/USDT,0.000000055,0.000000055,0.000000055,0.000000055,0,0,0,0,0,0.000000055
1743206400000,2025-03-29 00:00:00,AKITA/USDT,0.000000055,0.000000055,0.000000055,0.000000055,0,0,0,0,0,0.000000055
1743120000000,2025-03-28 00:00:00,AKITA/USDT,0.000000055,0.000000055,0.000000055,0.000000055,15.66231947,284769445,15.66231947,284769445,3,0.000000055
1743033600000,2025-03-27 00:00:00,AKITA/USDT,0.0000000575,0.0000000597,0.0000000504,0.0000000504,75.92283696,1322050196,68.23760397,1170922396,25,0.0000000576
1742947200000,2025-03-26 00:00:00,AKITA/USDT,0.0000000495,0.0000000572,0.0000000462,0.0000000462,277.49233245,5793459070,11.1591422,216009607,10,0.0000000479
1742860800000,2025-03-25 00:00:00,AKITA/USDT,0.0000000582,0.0000000599,0.0000000494,0.0000000559,245.48701517,4857981081,59.94891079,1113264017,11,0.0000000506
1742774400000,2025-03-24 00:00:00,AKITA/USDT,0.0000000514,0.0000000599,0.0000000501,0.0000000575,208.8807909,3616598623,161.26200242,2758283773,20,0.0000000578
1742688000000,2025-03-23 00:00:00,AKITA/USDT,0.0000000535,0.0000000539,0.0000000451,0.0000000457,193.67605649,3617826517,192.65577403,3596632523,10,0.0000000535
1742601600000,2025-03-22 00:00:00,AKITA/USDT,0.0000000454,0.00000005,0.0000000425,0.0000000488,122.38074227,2481021930,120.3599948,2437010019,13,0.0000000493
1742515200000,2025-03-21 00:00:00,AKITA/USDT,0.0000000454,0.0000000454,0.0000000413,0.0000000454,86.74704894,1929936354,11.90590687,263364218,7,0.0000000449
1742428800000,2025-03-20 00:00:00,AKITA/USDT,0.0000000449,0.0000000459,0.0000000449,0.0000000459,451.81961831,9962660151,349.10568376,7700238685,11,0.0000000453
1742342400000,2025-03-19 00:00:00,AKITA/USDT,0.0000000424,0.0000000424,0.0000000388,0.0000000388,5.6416733,134462500,3.99999997,94339622,3,0.0000000419
1742256000000,2025-03-18 00:00:00,AKITA/USDT,0.0000000479,0.0000000497,0.000000031,0.0000000458,723.76256646,17099085703,66.75982336,1435090607,46,0.0000000426
1742169600000,2025-03-17 00:00:00,AKITA/USDT,0.0000000432,0.0000000499,0.0000000432,0.0000000497,127.49492145,2570286671,89.46878594,1808237162,11,0.0000000496
1742083200000,2025-03-16 00:00:00,AKITA/USDT,0.0000000431,0.0000000431,0.0000000431,0.0000000431,20.91651628,485302002,0,0,2,0.0000000431
1741996800000,2025-03-15 00:00:00,AKITA/USDT,0.0000000455,0.0000000527,0.0000000432,0.0000000527,40.97671397,880806396,35.42544454,755639948,13,0.0000000467
1741910400000,2025-03-14 00:00:00,AKITA/USDT,0.0000000452,0.0000000499,0.0000000416,0.0000000499,289.11138943,5972478091,47.94998319,971442160,15,0.0000000485
1741824000000,2025-03-13 00:00:00,AKITA/USDT,0.0000000527,0.0000000527,0.0000000452,0.0000000452,112.01094872,2396338502,55.84178954,1167404636,10,0.0000000468
1741737600000,2025-03-12 00:00:00,AKITA/USDT,0.0000000485,0.0000000527,0.0000000452,0.0000000475,597.85868482,12993954854,42.19176419,842930104,30,0.000000046
1741651200000,2025-03-11 00:00:00,AKITA/USDT,0.0000000518,0.0000000518,0.0000000518,0.0000000518,6.61353189,127674361,6.61353189,127674361,3,0.0000000518
1741564800000,2025-03-10 00:00:00,AKITA/USDT,0.00000005,0.0000000518,0.0000000466,0.0000000509,58.33250632,1183965857,16.64718478,326187472,9,0.0000000493
1741478400000,2025-03-09 00:00:00,AKITA/USDT,0.0000000505,0.0000000505,0.0000000505,0.0000000505,4.99999995,99009900,0,0,1,0.0000000505
1741392000000,2025-03-08 00:00:00,AKITA/USDT,0.0000000585,0.0000000585,0.0000000585,0.0000000585,0,0,0,0,0,0.0000000517
1741305600000,2025-03-07 00:00:00,AKITA/USDT,0.000000051,0.0000000585,0.000000051,0.0000000585,320.06227652,6197844392,320.06227652,6197844392,13,0.0000000517
1741219200000,2025-03-06 00:00:00,AKITA/USDT,0.0000000512,0.0000000512,0.000000051,0.000000051,39.62989642,776980011,27.72939186,543713566,5,0.000000051
1741132800000,2025-03-05 00:00:00,AKITA/USDT,0.0000000521,0.0000000586,0.000000051,0.0000000511,82.86012846,1600682067,7.37174675,144261189,13,0.0000000517
1741046400000,2025-03-04 00:00:00,AKITA/USDT,0.0000000464,0.0000000683,0.0000000464,0.0000000521,506.39359991,8240098958,504.09290897,8190798368,21,0.0000000616
1740960000000,2025-03-03 00:00:00,AKITA/USDT,0.0000000575,0.0000000683,0.0000000464,0.0000000464,717.43246344,13819496370,9.47071873,161958136,28,0.0000000521
1740873600000,2025-03-02 00:00:00,AKITA/USDT,0.0000000684,0.0000000685,0.0000000543,0.0000000543,173.49764874,2678021369,155.27773775,2342479730,11,0.0000000653
1740787200000,2025-03-01 00:00:00,AKITA/USDT,0.0000000572,0.0000000722,0.0000000511,0.0000000684,128.03967556,2199095987,14.54320821,208739467,9,0.0000000584
1740700800000,2025-02-28 00:00:00,AKITA/USDT,0.0000000589,0.000000079,0.0000000571,0.0000000574,353.04912894,5039064792,253.66139225,3642715107,15,0.0000000707
1740614400000,2025-02-27 00:00:00,AKITA/USDT,0.0000000561,0.0000000699,0.000000056,0.0000000607,530.28833078,8217806702,395.86803425,6106616058,24,0.0000000646
1740528000000,2025-02-26 00:00:00,AKITA/USDT,0.0000000607,0.0000000618,0.0000000481,0.0000000607,317.86347534,5321960335,101.43790654,1648671627,17,0.0000000599
1740441600000,2025-02-25 00:00:00,AKITA/USDT,0.0000000462,0.0000000617,0.0000000462,0.0000000607,1499.93166604,24807548561,510.6849844,8637331318,48,0.0000000605
1740355200000,2025-02-24 00:00:00,AKITA/USDT,0.0000000464,0.0000000511,0.0000000462,0.0000000511,121.81598722,2575573443,43.51874336,882333271,11,0.0000000473
1740268800000,2025-02-23 00:00:00,AKITA/USDT,0.000000048,0.0000000499,0.0000000464,0.0000000465,47.9341784,1021149963,3.32174529,66568042,8,0.0000000469
1740182400000,2025-02-22 00:00:00,AKITA/USDT,0.0000000471,0.0000000499,0.0000000471,0.0000000499,6.57920278,135779181,3.2792028,65715487,2,0.0000000484
1740096000000,2025-02-21 00:00:00,AKITA/USDT,0.0000000498,0.0000000499,0.0000000471,0.0000000499,23.01157079,465142808,9.99135355,200285181,6,0.0000000494
1740009600000,2025-02-20 00:00:00,AKITA/USDT,0.0000000519,0.0000000519,0.000000047,0.0000000471,72.8856531,1439518836,7.09043004,137459242,8,0.0000000506
1739923200000,2025-02-19 00:00:00,AKITA/USDT,0.0000000551,0.0000000551,0.0000000471,0.0000000471,20.28695976,382536682,12.32045614,223601745,4,0.0000000531
1739836800000,2025-02-18 00:00:00,AKITA/USDT,0.0000000512,0.0000000551,0.0000000508,0.0000000551,49.9748203,936675372,30.96107961,565073735,12,0.0000000534
1739750400000,2025-02-17 00:00:00,AKITA/USDT,0.0000000508,0.0000000508,0.0000000508,0.0000000508,0.32107962,6320465,0.32107962,6320465,1,0.0000000508
1739664000000,2025-02-16 00:00:00,AKITA/USDT,0.0000000465,0.0000000465,0.0000000463,0.0000000463,49.568683,1069644472,0,0,5,0.0000000463
1739577600000,2025-02-15 00:00:00,AKITA/USDT,0.0000000488,0.0000000551,0.0000000488,0.0000000508,52.47794641,954642048,51.37794643,932987504,4,0.0000000549
1739491200000,2025-02-14 00:00:00,AKITA/USDT,0.0000000463,0.0000000551,0.0000000463,0.0000000551,498.76228913,9283230096,498.50251275,9277619375,10,0.0000000537
1739404800000,2025-02-13 00:00:00,AKITA/USDT,0.0000000453,0.0000000453,0.0000000452,0.0000000452,122.99762354,2719870297,0,0,3,0.0000000452
1739318400000,2025-02-12 00:00:00,AKITA/USDT,0.0000000454,0.0000000551,0.0000000453,0.0000000551,18.60961889,397633737,3.30600022,60000004,5,0.000000047
1739232000000,2025-02-11 00:00:00,AKITA/USDT,0.0000000516,0.0000000516,0.0000000516,0.0000000516,8.93450986,173149416,7.15621452,138686328,2,0.0000000516
1739145600000,2025-02-10 00:00:00,AKITA/USDT,0.0000000517,0.0000000517,0.0000000453,0.0000000516,40.94000835,802142712,30.36295528,588429366,4,0.0000000511
1739059200000,2025-02-09 00:00:00,AKITA/USDT,0.0000000517,0.0000000517,0.0000000517,0.0000000517,1.02725009,19869441,0,0,1,0.0000000517
1738972800000,2025-02-08 00:00:00,AKITA/USDT,0.0000000517,0.0000000517,0.0000000517,0.0000000517,0,0,0,0,0,0.0000000514
1738886400000,2025-02-07 00:00:00,AKITA/USDT,0.0000000483,0.0000000517,0.0000000454,0.0000000517,78.38199468,1525367255,77.41422539,1504050751,8,0.0000000514
1738800000000,2025-02-06 00:00:00,AKITA/USDT,0.0000000451,0.0000000517,0.0000000451,0.0000000517,53.20264472,1041048791,49.99999996,970036712,5,0.0000000511
1738713600000,2025-02-05 00:00:00,AKITA/USDT,0.0000000513,0.0000000515,0.0000000418,0.000000045,91.07465535,1938783216,50.09229938,974658869,6,0.0000000474
1738627200000,2025-02-04 00:00:00,AKITA/USDT,0.0000000489,0.0000000511,0.0000000416,0.0000000417,19.48639276,414099139,12.10640197,236915890,6,0.0000000475
1738540800000,2025-02-03 00:00:00,AKITA/USDT,0.0000000499,0.0000000574,0.0000000411,0.0000000423,1330.23813201,30359771374,286.78769001,5728362960,43,0.000000044
1738454400000,2025-02-02 00:00:00,AKITA/USDT,0.0000000531,0.0000000531,0.00000005,0.00000005,338.83433504,6714701029,0,0,13,0.0000000504
1738368000000,2025-02-01 00:00:00,AKITA/USDT,0.0000000563,0.0000000577,0.0000000531,0.0000000531,79.06802573,1410738139,15.8006068,279786724,9,0.000000056
1738281600000,2025-01-31 00:00:00,AKITA/USDT,0.0000000695,0.0000000763,0.000000052,0.0000000577,1356.53512544,22988294231,205.20123582,3059754392,70,0.0000000594
1738195200000,2025-01-30 00:00:00,AKITA/USDT,0.0000000659,0.0000000687,0.000000062,0.0000000687,55.2872467,851918933,52.83365101,812344809,10,0.0000000649
1738108800000,2025-01-29 00:00:00,AKITA/USDT,0.000000075,0.00000008,0.0000000613,0.0000000613,585.81260007,8427531220,198.23060783,2625219594,39,0.0000000702
1738022400000,2025-01-28 00:00:00,AKITA/USDT,0.0000000635,0.0000000726,0.0000000633,0.0000000726,2063.51929962,32128794807,2046.38493924,31887219889,22,0.0000000642
1737936000000,2025-01-27 00:00:00,AKITA/USDT,0.0000000702,0.0000000702,0.0000000613,0.0000000699,241.35984195,3605007817,48.7895033,701115741,22,0.0000000671
1737849600000,2025-01-26 00:00:00,AKITA/USDT,0.0000000699,0.0000000703,0.0000000633,0.0000000702,467.56815564,6920460820,262.28197921,3754778851,30,0.0000000676
1737763200000,2025-01-25 00:00:00,AKITA/USDT,0.0000000705,0.0000000705,0.0000000641,0.000000065,143.83788101,2091517180,52.37533895,747223705,31,0.0000000688
1737676800000,2025-01-24 00:00:00,AKITA/USDT,0.0000000799,0.00000008,0.0000000706,0.0000000706,766.21804735,10629623045,501.97518301,6943125426,25,0.000000072
1737590400000,2025-01-23 00:00:00,AKITA/USDT,0.0000000799,0.000000085,0.0000000711,0.000000073,417.60648606,5610177116,54.08695891,649270561,29,0.0000000746
1737504000000,2025-01-22 00:00:00,AKITA/USDT,0.0000000856,0.0000000861,0.0000000725,0.0000000799,1184.1410362,15690576608,127.86102189,1524524607,39,0.0000000757
1737417600000,2025-01-21 00:00:00,AKITA/USDT,0.00000008,0.000000089,0.0000000725,0.0000000859,593.21541972,7806830233,103.53640924,1168345336,36,0.0000000764
1737331200000,2025-01-20 00:00:00,AKITA/USDT,0.0000000831,0.0000000984,0.0000000782,0.00000008,738.84014056,8942615820,42.5662054,467020951,47,0.0000000828
1737244800000,2025-01-19 00:00:00,AKITA/USDT,0.0000001191,0.0000001199,0.0000000807,0.000000098,1780.49951116,20071893725,295.23191296,3007702096,74,0.0000000896
1737158400000,2025-01-18 00:00:00,AKITA/USDT,0.0000001096,0.0000001486,0.000000096,0.000000096,4548.13814813,37746058782,2744.66306179,21830120516,170,0.0000001219
1737072000000,2025-01-17 00:00:00,AKITA/USDT,0.0000000823,0.0000001096,0.0000000823,0.0000001096,3414.64918688,33710957135,3344.77244121,32962560695,53,0.0000001014
1736985600000,2025-01-16 00:00:00,AKITA/USDT,0.0000000999,0.000000104,0.00000008,0.0000000905,1174.16198218,12342127897,549.11073936,5714438252,75,0.0000000954
